Quarter,HB,HBT,HBTQF,CancerType,CancerTypeQF,NumberOfEligibleReferrals31DayStandard,NumberOfEligibleReferrals31DayStandardQF,NumberOfEligibleReferralsTreatedWithin31Days,NumberOfEligibleReferralsTreatedWithin31DaysQF
2019Q4,S08000022,S92000003,d,Lymphoma,,9,,9,
2019Q4,S08000022,S92000003,d,Melanoma,,20,,19,
2019Q4,S08000022,S92000003,d,Ovarian,,6,,6,
2019Q4,S08000022,S92000003,d,Upper GI,,37,,37,
2019Q4,S08000022,S92000003,d,Urological,,90,,87,
2019Q4,S08000024,S92000003,d,Breast,,248,,243,
2019Q4,S08000024,S92000003,d,Cervical,,12,,12,
2019Q4,S08000024,S92000003,d,Colorectal,,122,,103,
2019Q4,S08000024,S92000003,d,Head & Neck,,41,,41,
2019Q4,S08000024,S92000003,d,Lung,,157,,157,
2019Q4,S08000024,S92000003,d,Lymphoma,,33,,33,
2019Q4,S08000024,S92000003,d,Melanoma,,52,,50,
2019Q4,S08000024,S92000003,d,Ovarian,,11,,11,
2019Q4,S08000024,S92000003,d,Upper GI,,102,,102,
2019Q4,S08000024,S92000003,d,Urological,,197,,178,
2019Q4,S08000025,S92000003,d,Colorectal,,9,,9,
2019Q4,S08000025,S92000003,d,Lung,,2,,2,
2019Q4,S08000025,S92000003,d,Melanoma,,1,,1,
2019Q4,S08000025,S92000003,d,Ovarian,,1,,1,
2019Q4,S08000025,S92000003,d,Upper GI,,2,,2,
2019Q4,S08000025,S92000003,d,Urological,,3,,2,
2019Q4,S08000026,S92000003,d,Breast,,3,,3,
2019Q4,S08000026,S92000003,d,Colorectal,,3,,3,
2019Q4,S08000026,S92000003,d,Lung,,2,,2,
2019Q4,S08000026,S92000003,d,Lymphoma,,2,,2,
2019Q4,S08000026,S92000003,d,Melanoma,,1,,1,
2019Q4,S08000026,S92000003,d,Ovarian,,1,,1,
2019Q4,S08000026,S92000003,d,Upper GI,,3,,3,
2019Q4,S08000026,S92000003,d,Urological,,6,,6,
2019Q4,S08000028,S92000003,d,Breast,,1,,1,
2019Q4,S08000028,S92000003,d,Colorectal,,6,,6,
2019Q4,S08000028,S92000003,d,Head & Neck,,2,,2,
2019Q4,S08000028,S92000003,d,Lung,,9,,9,
2019Q4,S08000028,S92000003,d,Lymphoma,,1,,1,
2019Q4,S08000028,S92000003,d,Melanoma,,3,,3,
2019Q4,S08000028,S92000003,d,Ovarian,,1,,1,
2019Q4,S08000028,S92000003,d,Upper GI,,7,,7,
2019Q4,S08000028,S92000003,d,Urological,,11,,11,
2019Q4,S08000029,S92000003,d,Breast,,49,,47,
2019Q4,S08000029,S92000003,d,Cervical,,3,,3,
2019Q4,S08000029,S92000003,d,Colorectal,,56,,56,
2019Q4,S08000029,S92000003,d,Head & Neck,,11,,11,
2019Q4,S08000029,S92000003,d,Lung,,88,,87,
2019Q4,S08000029,S92000003,d,Lymphoma,,17,,17,
2019Q4,S08000029,S92000003,d,Melanoma,,21,,20,
2019Q4,S08000029,S92000003,d,Ovarian,,4,,4,
2019Q4,S08000029,S92000003,d,Upper GI,,54,,54,
2019Q4,S08000029,S92000003,d,Urological,,102,,98,
2019Q4,S08000030,S92000003,d,Breast,,108,,107,
2019Q4,S08000030,S92000003,d,Cervical,,5,,5,
2019Q4,S08000030,S92000003,d,Colorectal,,70,,70,
2019Q4,S08000030,S92000003,d,Head & Neck,,16,,14,
2019Q4,S08000030,S92000003,d,Lung,,87,,87,
2019Q4,S08000030,S92000003,d,Lymphoma,,19,,19,
2019Q4,S08000030,S92000003,d,Melanoma,,23,,21,
2019Q4,S08000030,S92000003,d,Ovarian,,10,,9,
2019Q4,S08000030,S92000003,d,Upper GI,,62,,62,
2019Q4,S08000030,S92000003,d,Urological,,121,,119,
2019Q4,S08000031,S92000003,d,Breast,,374,,350,
2019Q4,S08000031,S92000003,d,Cervical,,19,,19,
2019Q4,S08000031,S92000003,d,Colorectal,,222,,212,
2019Q4,S08000031,S92000003,d,Head & Neck,,81,,80,
2019Q4,S08000031,S92000003,d,Lung,,316,,312,
2019Q4,S08000031,S92000003,d,Lymphoma,,61,,61,
2019Q4,S08000031,S92000003,d,Melanoma,,103,,101,
2019Q4,S08000031,S92000003,d,Ovarian,,32,,30,
2019Q4,S08000031,S92000003,d,Upper GI,,137,,134,
2019Q4,S08000031,S92000003,d,Urological,,360,,339,
2019Q4,S08000032,S92000003,d,Breast,,86,,85,
2019Q4,S08000032,S92000003,d,Cervical,,4,,4,
2019Q4,S08000032,S92000003,d,Colorectal,,83,,81,
2019Q4,S08000032,S92000003,d,Head & Neck,,17,,17,
2019Q4,S08000032,S92000003,d,Lung,,151,,151,
2019Q4,S08000032,S92000003,d,Lymphoma,,29,,29,
2019Q4,S08000032,S92000003,d,Melanoma,,36,,35,
2019Q4,S08000032,S92000003,d,Ovarian,,19,,18,
2019Q4,S08000032,S92000003,d,Upper GI,,52,,52,
2019Q4,S08000032,S92000003,d,Urological,,68,,68,
2020Q1,S08000015,S92000003,d,Breast,,128,,127,
2020Q1,S08000015,S92000003,d,Cervical,,8,,6,
2020Q1,S08000015,S92000003,d,Colorectal,,59,,58,
2020Q1,S08000015,S92000003,d,Head & Neck,,17,,17,
2020Q1,S08000015,S92000003,d,Lung,,52,,52,
2020Q1,S08000015,S92000003,d,Lymphoma,,13,,12,
2020Q1,S08000015,S92000003,d,Melanoma,,23,,23,
2020Q1,S08000015,S92000003,d,Ovarian,,6,,6,
2020Q1,S08000015,S92000003,d,Upper GI,,58,,58,
2020Q1,S08000015,S92000003,d,Urological,,73,,72,
2020Q1,S08000016,S92000003,d,Breast,,17,,17,
2020Q1,S08000016,S92000003,d,Cervical,,1,,1,
2020Q1,S08000016,S92000003,d,Colorectal,,14,,14,
2020Q1,S08000016,S92000003,d,Head & Neck,,6,,6,
2020Q1,S08000016,S92000003,d,Lung,,12,,12,
2020Q1,S08000016,S92000003,d,Lymphoma,,6,,6,
2020Q1,S08000016,S92000003,d,Melanoma,,4,,4,
2020Q1,S08000016,S92000003,d,Ovarian,,5,,5,
2020Q1,S08000016,S92000003,d,Upper GI,,18,,18,
2020Q1,S08000016,S92000003,d,Urological,,13,,13,
2020Q1,S08000017,S92000003,d,Breast,,21,,21,
2020Q1,S08000017,S92000003,d,Colorectal,,40,,40,
2020Q1,S08000017,S92000003,d,Head & Neck,,5,,5,
2020Q1,S08000017,S92000003,d,Lung,,34,,34,
2020Q1,S08000017,S92000003,d,Lymphoma,,13,,13,
2020Q1,S08000017,S92000003,d,Melanoma,,8,,8,
2020Q1,S08000017,S92000003,d,Ovarian,,6,,6,
2020Q1,S08000017,S92000003,d,Upper GI,,40,,40,
2020Q1,S08000017,S92000003,d,Urological,,58,,56,
2020Q1,S08000019,S92000003,d,Breast,,57,,57,
2020Q1,S08000019,S92000003,d,Cervical,,3,,3,
2020Q1,S08000019,S92000003,d,Colorectal,,63,,60,
2020Q1,S08000019,S92000003,d,Head & Neck,,14,,14,
2020Q1,S08000019,S92000003,d,Lung,,55,,52,
2020Q1,S08000019,S92000003,d,Lymphoma,,22,,22,
2020Q1,S08000019,S92000003,d,Melanoma,,20,,17,
2020Q1,S08000019,S92000003,d,Ovarian,,7,,7,
2020Q1,S08000019,S92000003,d,Upper GI,,32,,32,
2020Q1,S08000019,S92000003,d,Urological,,107,,106,
2020Q1,S08000020,S92000003,d,Breast,,125,,121,
2020Q1,S08000020,S92000003,d,Cervical,,5,,5,
2020Q1,S08000020,S92000003,d,Colorectal,,102,,92,
2020Q1,S08000020,S92000003,d,Head & Neck,,38,,37,
2020Q1,S08000020,S92000003,d,Lung,,104,,104,
2020Q1,S08000020,S92000003,d,Lymphoma,,31,,31,
2020Q1,S08000020,S92000003,d,Melanoma,,33,,31,
2020Q1,S08000020,S92000003,d,Ovarian,,16,,16,
2020Q1,S08000020,S92000003,d,Upper GI,,94,,93,
2020Q1,S08000020,S92000003,d,Urological,,203,,185,
2020Q1,S08000022,S92000003,d,Breast,,79,,71,
2020Q1,S08000022,S92000003,d,Cervical,,4,,4,
2020Q1,S08000022,S92000003,d,Colorectal,,51,,49,
2020Q1,S08000022,S92000003,d,Head & Neck,,19,,18,
2020Q1,S08000022,S92000003,d,Lung,,50,,50,
2020Q1,S08000022,S92000003,d,Lymphoma,,15,,15,
2020Q1,S08000022,S92000003,d,Melanoma,,12,,12,
2020Q1,S08000022,S92000003,d,Ovarian,,1,,1,
2020Q1,S08000022,S92000003,d,Upper GI,,34,,33,
2020Q1,S08000022,S92000003,d,Urological,,76,,66,
2020Q1,S08000024,S92000003,d,Breast,,239,,224,
2020Q1,S08000024,S92000003,d,Cervical,,6,,6,
2020Q1,S08000024,S92000003,d,Colorectal,,122,,102,
2020Q1,S08000024,S92000003,d,Head & Neck,,39,,38,
2020Q1,S08000024,S92000003,d,Lung,,153,,153,
2020Q1,S08000024,S92000003,d,Lymphoma,,20,,20,
2020Q1,S08000024,S92000003,d,Melanoma,,25,,24,
2020Q1,S08000024,S92000003,d,Ovarian,,13,,13,
2020Q1,S08000024,S92000003,d,Upper GI,,128,,126,
2020Q1,S08000024,S92000003,d,Urological,,201,,192,
2020Q1,S08000025,S92000003,d,Colorectal,,2,,1,
2020Q1,S08000025,S92000003,d,Lung,,2,,2,
2020Q1,S08000025,S92000003,d,Lymphoma,,1,,1,
2020Q1,S08000025,S92000003,d,Ovarian,,1,,1,
2020Q1,S08000025,S92000003,d,Urological,,3,,3,
2020Q1,S08000026,S92000003,d,Breast,,1,,1,
2020Q1,S08000026,S92000003,d,Colorectal,,1,,1,
2020Q1,S08000026,S92000003,d,Lung,,3,,3,
2020Q1,S08000026,S92000003,d,Lymphoma,,1,,1,
2020Q1,S08000026,S92000003,d,Ovarian,,1,,1,
2020Q1,S08000026,S92000003,d,Upper GI,,2,,2,
2020Q1,S08000026,S92000003,d,Urological,,10,,8,
2020Q1,S08000028,S92000003,d,Colorectal,,6,,5,
2020Q1,S08000028,S92000003,d,Head & Neck,,4,,4,
2020Q1,S08000028,S92000003,d,Lung,,5,,5,
2020Q1,S08000028,S92000003,d,Lymphoma,,1,,1,
2020Q1,S08000028,S92000003,d,Melanoma,,1,,1,
2020Q1,S08000028,S92000003,d,Upper GI,,5,,5,
2020Q1,S08000028,S92000003,d,Urological,,6,,6,
2020Q1,S08000029,S92000003,d,Breast,,61,,61,
2020Q1,S08000029,S92000003,d,Cervical,,3,,3,
2020Q1,S08000029,S92000003,d,Colorectal,,61,,59,
2020Q1,S08000029,S92000003,d,Head & Neck,,13,,13,
2020Q1,S08000029,S92000003,d,Lung,,72,,70,
2020Q1,S08000029,S92000003,d,Lymphoma,,15,,14,
2020Q1,S08000029,S92000003,d,Melanoma,,13,,11,
2020Q1,S08000029,S92000003,d,Ovarian,,12,,12,
2020Q1,S08000029,S92000003,d,Upper GI,,35,,35,
2020Q1,S08000029,S92000003,d,Urological,,127,,117,
2020Q1,S08000030,S92000003,d,Breast,,106,,96,
2020Q1,S08000030,S92000003,d,Cervical,,9,,8,
2020Q1,S08000030,S92000003,d,Colorectal,,84,,84,
2020Q1,S08000030,S92000003,d,Head & Neck,,13,,13,
2020Q1,S08000030,S92000003,d,Lung,,90,,89,
2020Q1,S08000030,S92000003,d,Lymphoma,,21,,21,
2020Q1,S08000030,S92000003,d,Melanoma,,30,,30,
2020Q1,S08000030,S92000003,d,Ovarian,,11,,11,
2020Q1,S08000030,S92000003,d,Upper GI,,49,,49,
2020Q1,S08000030,S92000003,d,Urological,,140,,139,
2020Q1,S08000031,S92000003,d,Breast,,386,,376,
2020Q1,S08000031,S92000003,d,Cervical,,14,,14,
2020Q1,S08000031,S92000003,d,Colorectal,,197,,183,
2020Q1,S08000031,S92000003,d,Head & Neck,,67,,66,
2020Q1,S08000031,S92000003,d,Lung,,280,,267,
2020Q1,S08000031,S92000003,d,Lymphoma,,91,,91,
2020Q1,S08000031,S92000003,d,Melanoma,,88,,88,
2020Q1,S08000031,S92000003,d,Ovarian,,23,,23,
2020Q1,S08000031,S92000003,d,Upper GI,,179,,177,
2020Q1,S08000031,S92000003,d,Urological,,347,,313,
2020Q1,S08000032,S92000003,d,Breast,,95,,95,
2020Q1,S08000032,S92000003,d,Cervical,,9,,7,
2020Q1,S08000032,S92000003,d,Colorectal,,94,,91,
2020Q1,S08000032,S92000003,d,Head & Neck,,20,,20,
2020Q1,S08000032,S92000003,d,Lung,,111,,110,
2020Q1,S08000032,S92000003,d,Lymphoma,,22,,22,
2020Q1,S08000032,S92000003,d,Melanoma,,24,,24,
2020Q1,S08000032,S92000003,d,Ovarian,,15,,15,
2020Q1,S08000032,S92000003,d,Upper GI,,84,,84,
2020Q1,S08000032,S92000003,d,Urological,,117,,109,
2020Q2,S08000015,S92000003,d,Breast,,49,,48,
2020Q2,S08000015,S92000003,d,Cervical,,2,,2,
2020Q2,S08000015,S92000003,d,Colorectal,,33,,31,
2020Q2,S08000015,S92000003,d,Head & Neck,,16,,16,
2020Q2,S08000015,S92000003,d,Lung,,53,,53,
2020Q2,S08000015,S92000003,d,Lymphoma,,16,,16,
2020Q2,S08000015,S92000003,d,Melanoma,,18,,18,
2020Q2,S08000015,S92000003,d,Ovarian,,10,,10,
2020Q2,S08000015,S92000003,d,Upper GI,,40,,40,
2020Q2,S08000015,S92000003,d,Urological,,69,,69,
2020Q2,S08000016,S92000003,d,Breast,,21,,21,
2020Q2,S08000016,S92000003,d,Cervical,,1,,1,
2020Q2,S08000016,S92000003,d,Colorectal,,31,,30,
2020Q2,S08000016,S92000003,d,Head & Neck,,5,,5,
2020Q2,S08000016,S92000003,d,Lung,,28,,28,
2020Q2,S08000016,S92000003,d,Lymphoma,,6,,6,
2020Q2,S08000016,S92000003,d,Melanoma,,3,,3,
2020Q2,S08000016,S92000003,d,Ovarian,,2,,2,
2020Q2,S08000016,S92000003,d,Upper GI,,10,,10,
2020Q2,S08000016,S92000003,d,Urological,,26,,25,
2020Q2,S08000017,S92000003,d,Breast,,22,,22,
2020Q2,S08000017,S92000003,d,Cervical,,3,,3,
2020Q2,S08000017,S92000003,d,Colorectal,,22,,22,
2020Q2,S08000017,S92000003,d,Head & Neck,,11,,11,
2020Q2,S08000017,S92000003,d,Lung,,31,,31,
2020Q2,S08000017,S92000003,d,Lymphoma,,11,,11,
2020Q2,S08000017,S92000003,d,Melanoma,,5,,4,
2020Q2,S08000017,S92000003,d,Ovarian,,5,,5,
2020Q2,S08000017,S92000003,d,Upper GI,,21,,21,
2020Q2,S08000017,S92000003,d,Urological,,64,,61,
2020Q2,S08000019,S92000003,d,Breast,,46,,46,
2020Q2,S08000019,S92000003,d,Cervical,,3,,3,
2020Q2,S08000019,S92000003,d,Colorectal,,27,,26,
2020Q2,S08000019,S92000003,d,Head & Neck,,15,,15,
2020Q2,S08000019,S92000003,d,Lung,,53,,51,
2020Q2,S08000019,S92000003,d,Lymphoma,,17,,17,
2020Q2,S08000019,S92000003,d,Melanoma,,18,,18,
2020Q2,S08000019,S92000003,d,Ovarian,,8,,8,
2020Q2,S08000019,S92000003,d,Upper GI,,37,,37,
2020Q2,S08000019,S92000003,d,Urological,,72,,72,
2020Q2,S08000020,S92000003,d,Breast,,113,,105,
2020Q2,S08000020,S92000003,d,Cervical,,7,,7,
2020Q2,S08000020,S92000003,d,Colorectal,,81,,69,
2020Q2,S08000020,S92000003,d,Head & Neck,,17,,17,
2020Q2,S08000020,S92000003,d,Lung,,97,,96,
2020Q2,S08000020,S92000003,d,Lymphoma,,31,,30,
2020Q2,S08000020,S92000003,d,Melanoma,,26,,26,
2020Q2,S08000020,S92000003,d,Ovarian,,8,,7,
2020Q2,S08000020,S92000003,d,Upper GI,,80,,80,
2020Q2,S08000020,S92000003,d,Urological,,165,,155,
2020Q2,S08000022,S92000003,d,Breast,,51,,45,
2020Q2,S08000022,S92000003,d,Cervical,,2,,2,
2020Q2,S08000022,S92000003,d,Colorectal,,36,,35,
2020Q2,S08000022,S92000003,d,Head & Neck,,5,,5,
2020Q2,S08000022,S92000003,d,Lung,,52,,52,
2020Q2,S08000022,S92000003,d,Lymphoma,,18,,18,
2020Q2,S08000022,S92000003,d,Melanoma,,12,,11,
2020Q2,S08000022,S92000003,d,Ovarian,,8,,8,
2020Q2,S08000022,S92000003,d,Upper GI,,33,,33,
2020Q2,S08000022,S92000003,d,Urological,,76,,73,
2020Q2,S08000024,S92000003,d,Breast,,172,,172,
2020Q2,S08000024,S92000003,d,Cervical,,7,,7,
2020Q2,S08000024,S92000003,d,Colorectal,,105,,96,
2020Q2,S08000024,S92000003,d,Head & Neck,,35,,35,
2020Q2,S08000024,S92000003,d,Lung,,150,,149,
2020Q2,S08000024,S92000003,d,Lymphoma,,49,,49,
2020Q2,S08000024,S92000003,d,Melanoma,,13,,12,
2020Q2,S08000024,S92000003,d,Ovarian,,18,,18,
2020Q2,S08000024,S92000003,d,Upper GI,,93,,93,
2020Q2,S08000024,S92000003,d,Urological,,187,,167,
2020Q2,S08000025,S92000003,d,Colorectal,,1,,1,
2020Q2,S08000025,S92000003,d,Lung,,1,,1,
2020Q2,S08000025,S92000003,d,Melanoma,,1,,1,
2020Q2,S08000025,S92000003,d,Upper GI,,1,,1,
2020Q2,S08000025,S92000003,d,Urological,,5,,5,
2020Q2,S08000026,S92000003,d,Breast,,1,,1,
2020Q2,S08000026,S92000003,d,Colorectal,,1,,1,
2020Q2,S08000026,S92000003,d,Lung,,4,,4,
2020Q2,S08000026,S92000003,d,Melanoma,,2,,2,
2020Q2,S08000026,S92000003,d,Ovarian,,1,,1,
2020Q2,S08000026,S92000003,d,Upper GI,,1,,1,
2020Q2,S08000026,S92000003,d,Urological,,4,,2,
2020Q2,S08000028,S92000003,d,Colorectal,,5,,4,
2020Q2,S08000028,S92000003,d,Head & Neck,,3,,3,
2020Q2,S08000028,S92000003,d,Lung,,10,,10,
2020Q2,S08000028,S92000003,d,Lymphoma,,3,,3,
2020Q2,S08000028,S92000003,d,Ovarian,,1,,1,
2020Q2,S08000028,S92000003,d,Upper GI,,3,,3,
2020Q2,S08000028,S92000003,d,Urological,,7,,7,
2020Q2,S08000029,S92000003,d,Breast,,45,,42,
2020Q2,S08000029,S92000003,d,Cervical,,4,,4,
2020Q2,S08000029,S92000003,d,Colorectal,,40,,38,
2020Q2,S08000029,S92000003,d,Head & Neck,,8,,8,
2020Q2,S08000029,S92000003,d,Lung,,65,,65,
2020Q2,S08000029,S92000003,d,Lymphoma,,16,,16,
2020Q2,S08000029,S92000003,d,Melanoma,,9,,9,
2020Q2,S08000029,S92000003,d,Ovarian,,7,,7,
2020Q2,S08000029,S92000003,d,Upper GI,,43,,43,
2020Q2,S08000029,S92000003,d,Urological,,91,,82,
2020Q2,S08000030,S92000003,d,Breast,,82,,82,
2020Q2,S08000030,S92000003,d,Cervical,,9,,9,
2020Q2,S08000030,S92000003,d,Colorectal,,57,,56,
2020Q2,S08000030,S92000003,d,Head & Neck,,23,,23,
2020Q2,S08000030,S92000003,d,Lung,,77,,76,
2020Q2,S08000030,S92000003,d,Lymphoma,,20,,20,
2020Q2,S08000030,S92000003,d,Melanoma,,19,,18,
2020Q2,S08000030,S92000003,d,Ovarian,,8,,8,
2020Q2,S08000030,S92000003,d,Upper GI,,55,,54,
2020Q2,S08000030,S92000003,d,Urological,,80,,79,
2020Q2,S08000031,S92000003,d,Breast,,212,,208,
2020Q2,S08000031,S92000003,d,Cervical,,12,,11,
2020Q2,S08000031,S92000003,d,Colorectal,,108,,102,
2020Q2,S08000031,S92000003,d,Head & Neck,,78,,78,
2020Q2,S08000031,S92000003,d,Lung,,238,,237,
2020Q2,S08000031,S92000003,d,Lymphoma,,32,,32,
2020Q2,S08000031,S92000003,d,Melanoma,,59,,56,
2020Q2,S08000031,S92000003,d,Ovarian,,19,,19,
2020Q2,S08000031,S92000003,d,Upper GI,,111,,111,
2020Q2,S08000031,S92000003,d,Urological,,288,,273,
2020Q2,S08000032,S92000003,d,Breast,,50,,50,
2020Q2,S08000032,S92000003,d,Cervical,,15,,14,
2020Q2,S08000032,S92000003,d,Colorectal,,51,,45,
2020Q2,S08000032,S92000003,d,Head & Neck,,23,,23,
2020Q2,S08000032,S92000003,d,Lung,,82,,82,
2020Q2,S08000032,S92000003,d,Lymphoma,,23,,23,
2020Q2,S08000032,S92000003,d,Melanoma,,26,,26,
2020Q2,S08000032,S92000003,d,Ovarian,,10,,10,
2020Q2,S08000032,S92000003,d,Upper GI,,53,,53,
2020Q2,S08000032,S92000003,d,Urological,,74,,71,
2020Q3,S08000015,S92000003,d,Breast,,49,,48,
2020Q3,S08000015,S92000003,d,Cervical,,5,,5,
2020Q3,S08000015,S92000003,d,Colorectal,,28,,27,
2020Q3,S08000015,S92000003,d,Head & Neck,,26,,26,
2020Q3,S08000015,S92000003,d,Lung,,57,,57,
2020Q3,S08000015,S92000003,d,Lymphoma,,10,,10,
2020Q3,S08000015,S92000003,d,Melanoma,,15,,15,
2020Q3,S08000015,S92000003,d,Ovarian,,11,,11,
2020Q3,S08000015,S92000003,d,Upper GI,,43,,42,
2020Q3,S08000015,S92000003,d,Urological,,32,,31,
2020Q3,S08000016,S92000003,d,Breast,,18,,18,
2020Q3,S08000016,S92000003,d,Cervical,,1,,1,
2020Q3,S08000016,S92000003,d,Colorectal,,20,,20,
2020Q3,S08000016,S92000003,d,Head & Neck,,3,,3,
2020Q3,S08000016,S92000003,d,Lung,,15,,15,
2020Q3,S08000016,S92000003,d,Lymphoma,,4,,4,
2020Q3,S08000016,S92000003,d,Melanoma,,3,,3,
2020Q3,S08000016,S92000003,d,Ovarian,,4,,4,
2020Q3,S08000016,S92000003,d,Upper GI,,11,,11,
2020Q3,S08000016,S92000003,d,Urological,,16,,16,
2020Q3,S08000017,S92000003,d,Breast,,21,,21,
2020Q3,S08000017,S92000003,d,Cervical,,2,,2,
2020Q3,S08000017,S92000003,d,Colorectal,,18,,18,
2020Q3,S08000017,S92000003,d,Head & Neck,,11,,11,
2020Q3,S08000017,S92000003,d,Lung,,33,,33,
2020Q3,S08000017,S92000003,d,Lymphoma,,14,,14,
2020Q3,S08000017,S92000003,d,Melanoma,,8,,8,
2020Q3,S08000017,S92000003,d,Ovarian,,2,,2,
2020Q3,S08000017,S92000003,d,Upper GI,,36,,36,
2020Q3,S08000017,S92000003,d,Urological,,43,,43,
2020Q3,S08000019,S92000003,d,Breast,,43,,42,
2020Q3,S08000019,S92000003,d,Cervical,,2,,2,
2020Q3,S08000019,S92000003,d,Colorectal,,24,,23,
2020Q3,S08000019,S92000003,d,Head & Neck,,13,,13,
2020Q3,S08000019,S92000003,d,Lung,,57,,56,
2020Q3,S08000019,S92000003,d,Lymphoma,,11,,11,
2020Q3,S08000019,S92000003,d,Melanoma,,14,,14,
2020Q3,S08000019,S92000003,d,Ovarian,,8,,7,
2020Q3,S08000019,S92000003,d,Upper GI,,27,,27,
2020Q3,S08000019,S92000003,d,Urological,,84,,84,
2020Q3,S08000020,S92000003,d,Breast,,77,,75,
2020Q3,S08000020,S92000003,d,Cervical,,3,,3,
2020Q3,S08000020,S92000003,d,Colorectal,,59,,59,
2020Q3,S08000020,S92000003,d,Head & Neck,,20,,20,
2020Q3,S08000020,S92000003,d,Lung,,91,,91,
2020Q3,S08000020,S92000003,d,Lymphoma,,34,,34,
2020Q3,S08000020,S92000003,d,Melanoma,,34,,34,
2020Q3,S08000020,S92000003,d,Ovarian,,15,,15,
2020Q3,S08000020,S92000003,d,Upper GI,,57,,57,
2020Q3,S08000020,S92000003,d,Urological,,153,,142,
2020Q3,S08000022,S92000003,d,Breast,,54,,52,
2020Q3,S08000022,S92000003,d,Cervical,,4,,4,
2020Q3,S08000022,S92000003,d,Colorectal,,27,,26,
2020Q3,S08000022,S92000003,d,Head & Neck,,12,,11,
2020Q3,S08000022,S92000003,d,Lung,,53,,52,
2020Q3,S08000022,S92000003,d,Lymphoma,,5,,5,
2020Q3,S08000022,S92000003,d,Melanoma,,13,,13,
2020Q3,S08000022,S92000003,d,Ovarian,,8,,8,
2020Q3,S08000022,S92000003,d,Upper GI,,28,,28,
2020Q3,S08000022,S92000003,d,Urological,,63,,56,
2020Q3,S08000024,S92000003,d,Breast,,148,,148,
2020Q3,S08000024,S92000003,d,Cervical,,9,,9,
2020Q3,S08000024,S92000003,d,Colorectal,,95,,92,
2020Q3,S08000024,S92000003,d,Head & Neck,,45,,45,
2020Q3,S08000024,S92000003,d,Lung,,161,,161,
2020Q3,S08000024,S92000003,d,Lymphoma,,40,,39,
2020Q3,S08000024,S92000003,d,Melanoma,,25,,25,
2020Q3,S08000024,S92000003,d,Ovarian,,20,,20,
2020Q3,S08000024,S92000003,d,Upper GI,,93,,93,
2020Q3,S08000024,S92000003,d,Urological,,147,,139,
2020Q3,S08000025,S92000003,d,Colorectal,,8,,8,
2020Q3,S08000025,S92000003,d,Lung,,3,,3,
2020Q3,S08000025,S92000003,d,Melanoma,,1,,1,
2020Q3,S08000025,S92000003,d,Ovarian,,1,,1,
2020Q3,S08000025,S92000003,d,Upper GI,,1,,1,
2020Q3,S08000025,S92000003,d,Urological,,3,,3,
2020Q3,S08000026,S92000003,d,Breast,,4,,4,
2020Q3,S08000026,S92000003,d,Colorectal,,2,,2,
2020Q3,S08000026,S92000003,d,Head & Neck,,1,,1,
2020Q3,S08000026,S92000003,d,Lung,,4,,4,
2020Q3,S08000026,S92000003,d,Lymphoma,,1,,1,
2020Q3,S08000026,S92000003,d,Melanoma,,3,,3,
2020Q3,S08000026,S92000003,d,Upper GI,,4,,4,
2020Q3,S08000026,S92000003,d,Urological,,4,,4,
2020Q3,S08000028,S92000003,d,Cervical,,1,,1,
2020Q3,S08000028,S92000003,d,Colorectal,,1,,1,
2020Q3,S08000028,S92000003,d,Head & Neck,,2,,2,
2020Q3,S08000028,S92000003,d,Lung,,4,,4,
2020Q3,S08000028,S92000003,d,Lymphoma,,1,,1,
2020Q3,S08000028,S92000003,d,Melanoma,,2,,2,
2020Q3,S08000028,S92000003,d,Upper GI,,3,,3,
2020Q3,S08000028,S92000003,d,Urological,,5,,4,
2020Q3,S08000029,S92000003,d,Breast,,51,,51,
2020Q3,S08000029,S92000003,d,Cervical,,3,,2,
2020Q3,S08000029,S92000003,d,Colorectal,,46,,46,
2020Q3,S08000029,S92000003,d,Head & Neck,,13,,13,
2020Q3,S08000029,S92000003,d,Lung,,87,,86,
2020Q3,S08000029,S92000003,d,Lymphoma,,12,,12,
2020Q3,S08000029,S92000003,d,Melanoma,,16,,16,
2020Q3,S08000029,S92000003,d,Ovarian,,12,,12,
2020Q3,S08000029,S92000003,d,Upper GI,,42,,42,
2020Q3,S08000029,S92000003,d,Urological,,65,,60,
2020Q3,S08000030,S92000003,d,Breast,,74,,74,
2020Q3,S08000030,S92000003,d,Cervical,,1,,1,
2020Q3,S08000030,S92000003,d,Colorectal,,68,,68,
2020Q3,S08000030,S92000003,d,Head & Neck,,15,,15,
2020Q3,S08000030,S92000003,d,Lung,,81,,81,
2020Q3,S08000030,S92000003,d,Lymphoma,,10,,10,
2020Q3,S08000030,S92000003,d,Melanoma,,15,,15,
2020Q3,S08000030,S92000003,d,Ovarian,,8,,8,
2020Q3,S08000030,S92000003,d,Upper GI,,56,,56,
2020Q3,S08000030,S92000003,d,Urological,,63,,62,
2020Q3,S08000031,S92000003,d,Breast,,233,,232,
2020Q3,S08000031,S92000003,d,Cervical,,8,,8,
2020Q3,S08000031,S92000003,d,Colorectal,,155,,154,
2020Q3,S08000031,S92000003,d,Head & Neck,,60,,59,
2020Q3,S08000031,S92000003,d,Lung,,253,,253,
2020Q3,S08000031,S92000003,d,Lymphoma,,64,,64,
2020Q3,S08000031,S92000003,d,Melanoma,,75,,74,
