Quarter,HB,HBQF,HBT,CancerType,CancerTypeQF,NumberOfEligibleReferrals62DayStandard,NumberOfEligibleReferrals62DayStandardQF,NumberOfEligibleReferralsTreatedWithin62Days,NumberOfEligibleReferralsTreatedWithin62DaysQF
2013Q4,S92000003,d,S08000019,Breast,,50,,50,
2013Q4,S92000003,d,S08000019,Cervical,,2,,2,
2013Q4,S92000003,d,S08000019,Colorectal,,14,,14,
2013Q4,S92000003,d,S08000019,Head & Neck,,4,,3,
2013Q4,S92000003,d,S08000019,Lung,,27,,27,
2013Q4,S92000003,d,S08000019,Lymphoma,,6,,6,
2013Q4,S92000003,d,S08000019,Melanoma,,7,,4,
2013Q4,S92000003,d,S08000019,Ovarian,,2,,2,
2013Q4,S92000003,d,S08000019,Upper GI,,22,,21,
2013Q4,S92000003,d,S08000019,Urological,,32,,30,
2013Q4,S92000003,d,S08000020,Breast,,96,,94,
2013Q4,S92000003,d,S08000020,Cervical,,2,,2,
2013Q4,S92000003,d,S08000020,Colorectal,,46,,41,
2013Q4,S92000003,d,S08000020,Head & Neck,,8,,8,
2013Q4,S92000003,d,S08000020,Lung,,65,,60,
2013Q4,S92000003,d,S08000020,Lymphoma,,14,,11,
2013Q4,S92000003,d,S08000020,Melanoma,,11,,6,
2013Q4,S92000003,d,S08000020,Ovarian,,10,,7,
2013Q4,S92000003,d,S08000020,Upper GI,,39,,39,
2013Q4,S92000003,d,S08000020,Urological,,40,,37,
2013Q4,S92000003,d,S08000022,Breast,,53,,53,
2013Q4,S92000003,d,S08000022,Cervical,,3,,3,
2013Q4,S92000003,d,S08000022,Colorectal,,21,,18,
2013Q4,S92000003,d,S08000022,Head & Neck,,6,,6,
2013Q4,S92000003,d,S08000022,Lung,,40,,37,
2013Q4,S92000003,d,S08000022,Lymphoma,,5,,5,
2013Q4,S92000003,d,S08000022,Melanoma,,8,,8,
2013Q4,S92000003,d,S08000022,Ovarian,,2,,2,
2013Q4,S92000003,d,S08000022,Upper GI,,16,,16,
2013Q4,S92000003,d,S08000022,Urological,,15,,13,
2013Q4,S92000003,d,S08000024,Breast,,177,,177,
2013Q4,S92000003,d,S08000024,Cervical,,18,,17,
2013Q4,S92000003,d,S08000024,Colorectal,,109,,104,
2013Q4,S92000003,d,S08000024,Head & Neck,,21,,19,
2013Q4,S92000003,d,S08000024,Lung,,100,,82,
2013Q4,S92000003,d,S08000024,Lymphoma,,24,,20,
2013Q4,S92000003,d,S08000024,Melanoma,,18,,17,
2013Q4,S92000003,d,S08000024,Ovarian,,11,,11,
2013Q4,S92000003,d,S08000024,Upper GI,,49,,47,
2013Q4,S92000003,d,S08000024,Urological,,79,,78,
2013Q4,S92000003,d,S08000025,Colorectal,,1,,1,
2013Q4,S92000003,d,S08000025,Urological,,2,,2,
2013Q4,S92000003,d,S08000026,Breast,,2,,2,
2013Q4,S92000003,d,S08000026,Colorectal,,4,,4,
2013Q4,S92000003,d,S08000026,Upper GI,,2,,2,
2013Q4,S92000003,d,S08000026,Urological,,4,,4,
2013Q4,S92000003,d,S08000028,Colorectal,,4,,4,
2013Q4,S92000003,d,S08000028,Lung,,1,,1,
2013Q4,S92000003,d,S08000028,Lymphoma,,1,,1,
2013Q4,S92000003,d,S08000028,Melanoma,,1,,1,
2013Q4,S92000003,d,S08000028,Upper GI,,1,,1,
2013Q4,S92000003,d,S08000029,Breast,,19,,19,
2013Q4,S92000003,d,S08000029,Colorectal,,23,,22,
2013Q4,S92000003,d,S08000029,Head & Neck,,1,,1,
2013Q4,S92000003,d,S08000029,Lung,,31,,30,
2013Q4,S92000003,d,S08000029,Melanoma,,2,,2,
2013Q4,S92000003,d,S08000029,Ovarian,,1,,1,
2013Q4,S92000003,d,S08000029,Upper GI,,15,,15,
2013Q4,S92000003,d,S08000029,Urological,,25,,23,
2013Q4,S92000003,d,S08000030,Breast,,52,,49,
2013Q4,S92000003,d,S08000030,Cervical,,5,,4,
2013Q4,S92000003,d,S08000030,Colorectal,,42,,37,
2013Q4,S92000003,d,S08000030,Head & Neck,,7,,5,
2013Q4,S92000003,d,S08000030,Lung,,42,,36,
2013Q4,S92000003,d,S08000030,Lymphoma,,1,,1,
2013Q4,S92000003,d,S08000030,Melanoma,,7,,7,
2013Q4,S92000003,d,S08000030,Ovarian,,4,,4,
2013Q4,S92000003,d,S08000030,Upper GI,,27,,25,
2013Q4,S92000003,d,S08000030,Urological,,31,,29,
2013Q4,S92000003,d,S08000031,Breast,,251,,246,
2013Q4,S92000003,d,S08000031,Cervical,,9,,9,
2013Q4,S92000003,d,S08000031,Colorectal,,93,,84,
2013Q4,S92000003,d,S08000031,Head & Neck,,56,,51,
2013Q4,S92000003,d,S08000031,Lung,,166,,155,
2013Q4,S92000003,d,S08000031,Lymphoma,,25,,24,
2013Q4,S92000003,d,S08000031,Melanoma,,20,,20,
2013Q4,S92000003,d,S08000031,Ovarian,,23,,23,
2013Q4,S92000003,d,S08000031,Upper GI,,77,,71,
2013Q4,S92000003,d,S08000031,Urological,,111,,100,
2013Q4,S92000003,d,S08000032,Breast,,60,,60,
2013Q4,S92000003,d,S08000032,Cervical,,2,,2,
2013Q4,S92000003,d,S08000032,Colorectal,,50,,49,
2013Q4,S92000003,d,S08000032,Head & Neck,,8,,8,
2013Q4,S92000003,d,S08000032,Lung,,24,,23,
2013Q4,S92000003,d,S08000032,Lymphoma,,11,,11,
2013Q4,S92000003,d,S08000032,Melanoma,,16,,14,
2013Q4,S92000003,d,S08000032,Upper GI,,24,,23,
2013Q4,S92000003,d,S08000032,Urological,,25,,25,
2013Q4,S92000003,d,SB0801,Lung,,37,,30,
2013Q4,S92000003,d,SB0801,Urological,,1,,1,
2014Q1,S92000003,d,S08000015,Breast,,67,,67,
2014Q1,S92000003,d,S08000015,Cervical,,3,,3,
2014Q1,S92000003,d,S08000015,Colorectal,,33,,33,
2014Q1,S92000003,d,S08000015,Head & Neck,,7,,7,
2014Q1,S92000003,d,S08000015,Lung,,45,,45,
2014Q1,S92000003,d,S08000015,Lymphoma,,4,,4,
2014Q1,S92000003,d,S08000015,Melanoma,,5,,5,
2014Q1,S92000003,d,S08000015,Ovarian,,1,,1,
2014Q1,S92000003,d,S08000015,Upper GI,,20,,19,
2014Q1,S92000003,d,S08000015,Urological,,26,,24,
2014Q1,S92000003,d,S08000016,Breast,,4,,4,
2014Q1,S92000003,d,S08000016,Colorectal,,11,,11,
2014Q1,S92000003,d,S08000016,Lung,,6,,6,
2014Q1,S92000003,d,S08000016,Lymphoma,,3,,3,
2014Q1,S92000003,d,S08000016,Melanoma,,3,,3,
2014Q1,S92000003,d,S08000016,Ovarian,,4,,4,
2014Q1,S92000003,d,S08000016,Upper GI,,4,,4,
2014Q1,S92000003,d,S08000016,Urological,,8,,7,
2014Q1,S92000003,d,S08000017,Breast,,13,,13,
2014Q1,S92000003,d,S08000017,Cervical,,1,,1,
2014Q1,S92000003,d,S08000017,Colorectal,,10,,10,
2014Q1,S92000003,d,S08000017,Lung,,3,,3,
2014Q1,S92000003,d,S08000017,Lymphoma,,4,,4,
2014Q1,S92000003,d,S08000017,Melanoma,,4,,4,
2014Q1,S92000003,d,S08000017,Upper GI,,14,,14,
2014Q1,S92000003,d,S08000017,Urological,,14,,14,
2014Q1,S92000003,d,S08000019,Breast,,41,,41,
2014Q1,S92000003,d,S08000019,Cervical,,1,,1,
2014Q1,S92000003,d,S08000019,Colorectal,,25,,20,
2014Q1,S92000003,d,S08000019,Head & Neck,,3,,3,
2014Q1,S92000003,d,S08000019,Lung,,20,,20,
2014Q1,S92000003,d,S08000019,Lymphoma,,3,,3,
2014Q1,S92000003,d,S08000019,Melanoma,,4,,3,
2014Q1,S92000003,d,S08000019,Ovarian,,1,,0,
2014Q1,S92000003,d,S08000019,Upper GI,,10,,10,
2014Q1,S92000003,d,S08000019,Urological,,35,,28,
2014Q1,S92000003,d,S08000020,Breast,,80,,77,
2014Q1,S92000003,d,S08000020,Cervical,,6,,6,
2014Q1,S92000003,d,S08000020,Colorectal,,42,,32,
2014Q1,S92000003,d,S08000020,Head & Neck,,8,,4,
2014Q1,S92000003,d,S08000020,Lung,,68,,64,
2014Q1,S92000003,d,S08000020,Lymphoma,,8,,8,
2014Q1,S92000003,d,S08000020,Melanoma,,14,,10,
2014Q1,S92000003,d,S08000020,Ovarian,,4,,3,
2014Q1,S92000003,d,S08000020,Upper GI,,47,,44,
2014Q1,S92000003,d,S08000020,Urological,,33,,17,
2014Q1,S92000003,d,S08000022,Breast,,60,,56,
2014Q1,S92000003,d,S08000022,Cervical,,4,,3,
2014Q1,S92000003,d,S08000022,Colorectal,,24,,20,
2014Q1,S92000003,d,S08000022,Head & Neck,,4,,4,
2014Q1,S92000003,d,S08000022,Lung,,35,,34,
2014Q1,S92000003,d,S08000022,Lymphoma,,5,,5,
2014Q1,S92000003,d,S08000022,Melanoma,,14,,14,
2014Q1,S92000003,d,S08000022,Ovarian,,2,,1,
2014Q1,S92000003,d,S08000022,Upper GI,,14,,11,
2014Q1,S92000003,d,S08000022,Urological,,18,,13,
2014Q1,S92000003,d,S08000024,Breast,,148,,148,
2014Q1,S92000003,d,S08000024,Cervical,,18,,17,
2014Q1,S92000003,d,S08000024,Colorectal,,82,,76,
2014Q1,S92000003,d,S08000024,Head & Neck,,17,,15,
2014Q1,S92000003,d,S08000024,Lung,,99,,70,
2014Q1,S92000003,d,S08000024,Lymphoma,,16,,15,
2014Q1,S92000003,d,S08000024,Melanoma,,10,,10,
2014Q1,S92000003,d,S08000024,Ovarian,,6,,5,
2014Q1,S92000003,d,S08000024,Upper GI,,43,,42,
2014Q1,S92000003,d,S08000024,Urological,,79,,72,
2014Q1,S92000003,d,S08000025,Colorectal,,1,,1,
2014Q1,S92000003,d,S08000026,Colorectal,,3,,3,
2014Q1,S92000003,d,S08000026,Lung,,1,,1,
2014Q1,S92000003,d,S08000026,Ovarian,,1,,1,
2014Q1,S92000003,d,S08000026,Upper GI,,1,,1,
2014Q1,S92000003,d,S08000026,Urological,,4,,4,
2014Q1,S92000003,d,S08000028,Lung,,3,,3,
2014Q1,S92000003,d,S08000028,Melanoma,,1,,1,
2014Q1,S92000003,d,S08000028,Urological,,1,,1,
2014Q1,S92000003,d,S08000029,Breast,,22,,22,
2014Q1,S92000003,d,S08000029,Cervical,,3,,3,
2014Q1,S92000003,d,S08000029,Colorectal,,31,,30,
2014Q1,S92000003,d,S08000029,Head & Neck,,1,,1,
2014Q1,S92000003,d,S08000029,Lung,,26,,24,
2014Q1,S92000003,d,S08000029,Lymphoma,,6,,6,
2014Q1,S92000003,d,S08000029,Melanoma,,1,,1,
2014Q1,S92000003,d,S08000029,Ovarian,,3,,3,
2014Q1,S92000003,d,S08000029,Upper GI,,21,,20,
2014Q1,S92000003,d,S08000029,Urological,,37,,34,
2014Q1,S92000003,d,S08000030,Breast,,58,,54,
2014Q1,S92000003,d,S08000030,Cervical,,4,,4,
2014Q1,S92000003,d,S08000030,Colorectal,,29,,25,
2014Q1,S92000003,d,S08000030,Head & Neck,,6,,5,
2014Q1,S92000003,d,S08000030,Lung,,38,,35,
2014Q1,S92000003,d,S08000030,Melanoma,,9,,8,
2014Q1,S92000003,d,S08000030,Ovarian,,2,,2,
2014Q1,S92000003,d,S08000030,Upper GI,,32,,31,
2014Q1,S92000003,d,S08000030,Urological,,35,,30,
2014Q1,S92000003,d,S08000031,Breast,,202,,193,
2014Q1,S92000003,d,S08000031,Cervical,,11,,11,
2014Q1,S92000003,d,S08000031,Colorectal,,109,,97,
2014Q1,S92000003,d,S08000031,Head & Neck,,48,,43,
2014Q1,S92000003,d,S08000031,Lung,,171,,157,
2014Q1,S92000003,d,S08000031,Lymphoma,,30,,29,
2014Q1,S92000003,d,S08000031,Melanoma,,26,,26,
2014Q1,S92000003,d,S08000031,Ovarian,,19,,18,
2014Q1,S92000003,d,S08000031,Upper GI,,83,,69,
2014Q1,S92000003,d,S08000031,Urological,,124,,101,
2014Q1,S92000003,d,S08000032,Breast,,61,,59,
2014Q1,S92000003,d,S08000032,Cervical,,2,,2,
2014Q1,S92000003,d,S08000032,Colorectal,,45,,44,
2014Q1,S92000003,d,S08000032,Head & Neck,,7,,7,
2014Q1,S92000003,d,S08000032,Lung,,36,,36,
2014Q1,S92000003,d,S08000032,Lymphoma,,7,,7,
2014Q1,S92000003,d,S08000032,Melanoma,,16,,16,
2014Q1,S92000003,d,S08000032,Ovarian,,1,,1,
2014Q1,S92000003,d,S08000032,Upper GI,,18,,18,
2014Q1,S92000003,d,S08000032,Urological,,33,,28,
2014Q1,S92000003,d,SB0801,Colorectal,,1,,1,
2014Q1,S92000003,d,SB0801,Lung,,31,,26,
2014Q2,S92000003,d,S08000015,Breast,,73,,73,
2014Q2,S92000003,d,S08000015,Cervical,,1,,1,
2014Q2,S92000003,d,S08000015,Colorectal,,38,,35,
2014Q2,S92000003,d,S08000015,Head & Neck,,6,,4,
2014Q2,S92000003,d,S08000015,Lung,,37,,36,
2014Q2,S92000003,d,S08000015,Lymphoma,,8,,6,
2014Q2,S92000003,d,S08000015,Melanoma,,9,,9,
2014Q2,S92000003,d,S08000015,Ovarian,,1,,1,
2014Q2,S92000003,d,S08000015,Upper GI,,22,,20,
2014Q2,S92000003,d,S08000015,Urological,,32,,32,
2014Q2,S92000003,d,S08000016,Breast,,8,,8,
2014Q2,S92000003,d,S08000016,Cervical,,1,,1,
2014Q2,S92000003,d,S08000016,Colorectal,,15,,15,
2014Q2,S92000003,d,S08000016,Lung,,13,,13,
2014Q2,S92000003,d,S08000016,Lymphoma,,6,,6,
2014Q2,S92000003,d,S08000016,Melanoma,,4,,4,
2014Q2,S92000003,d,S08000016,Ovarian,,5,,5,
2014Q2,S92000003,d,S08000016,Upper GI,,6,,6,
2014Q2,S92000003,d,S08000016,Urological,,12,,12,
2014Q2,S92000003,d,S08000017,Breast,,21,,21,
2014Q2,S92000003,d,S08000017,Colorectal,,22,,21,
2014Q2,S92000003,d,S08000017,Lung,,14,,14,
2014Q2,S92000003,d,S08000017,Lymphoma,,3,,3,
2014Q2,S92000003,d,S08000017,Melanoma,,5,,5,
2014Q2,S92000003,d,S08000017,Ovarian,,5,,5,
2014Q2,S92000003,d,S08000017,Upper GI,,11,,11,
2014Q2,S92000003,d,S08000017,Urological,,18,,18,
2014Q2,S92000003,d,S08000019,Breast,,41,,41,
2014Q2,S92000003,d,S08000019,Cervical,,2,,2,
2014Q2,S92000003,d,S08000019,Colorectal,,18,,18,
2014Q2,S92000003,d,S08000019,Head & Neck,,1,,1,
2014Q2,S92000003,d,S08000019,Lung,,31,,31,
2014Q2,S92000003,d,S08000019,Lymphoma,,9,,9,
2014Q2,S92000003,d,S08000019,Melanoma,,5,,5,
2014Q2,S92000003,d,S08000019,Ovarian,,1,,1,
2014Q2,S92000003,d,S08000019,Upper GI,,17,,16,
2014Q2,S92000003,d,S08000019,Urological,,32,,30,
2014Q2,S92000003,d,S08000020,Breast,,85,,82,
2014Q2,S92000003,d,S08000020,Cervical,,8,,8,
2014Q2,S92000003,d,S08000020,Colorectal,,45,,35,
2014Q2,S92000003,d,S08000020,Head & Neck,,6,,6,
2014Q2,S92000003,d,S08000020,Lung,,67,,61,
2014Q2,S92000003,d,S08000020,Lymphoma,,17,,13,
2014Q2,S92000003,d,S08000020,Melanoma,,13,,12,
2014Q2,S92000003,d,S08000020,Ovarian,,9,,9,
2014Q2,S92000003,d,S08000020,Upper GI,,34,,32,
2014Q2,S92000003,d,S08000020,Urological,,35,,30,
2014Q2,S92000003,d,S08000022,Breast,,43,,42,
2014Q2,S92000003,d,S08000022,Cervical,,4,,2,
2014Q2,S92000003,d,S08000022,Colorectal,,25,,25,
2014Q2,S92000003,d,S08000022,Head & Neck,,7,,6,
2014Q2,S92000003,d,S08000022,Lung,,32,,30,
2014Q2,S92000003,d,S08000022,Lymphoma,,12,,11,
2014Q2,S92000003,d,S08000022,Melanoma,,10,,10,
2014Q2,S92000003,d,S08000022,Ovarian,,5,,3,
2014Q2,S92000003,d,S08000022,Upper GI,,22,,21,
2014Q2,S92000003,d,S08000022,Urological,,26,,20,
2014Q2,S92000003,d,S08000024,Breast,,184,,184,
2014Q2,S92000003,d,S08000024,Cervical,,17,,16,
2014Q2,S92000003,d,S08000024,Colorectal,,81,,72,
2014Q2,S92000003,d,S08000024,Head & Neck,,26,,24,
2014Q2,S92000003,d,S08000024,Lung,,100,,76,
2014Q2,S92000003,d,S08000024,Lymphoma,,15,,15,
2014Q2,S92000003,d,S08000024,Melanoma,,13,,13,
2014Q2,S92000003,d,S08000024,Ovarian,,9,,8,
2014Q2,S92000003,d,S08000024,Upper GI,,45,,45,
2014Q2,S92000003,d,S08000024,Urological,,66,,60,
2014Q2,S92000003,d,S08000025,Colorectal,,1,,1,
2014Q2,S92000003,d,S08000026,Breast,,3,,3,
2014Q2,S92000003,d,S08000026,Colorectal,,2,,2,
2014Q2,S92000003,d,S08000026,Urological,,3,,2,
2014Q2,S92000003,d,S08000028,Colorectal,,1,,1,
2014Q2,S92000003,d,S08000028,Melanoma,,1,,1,
2014Q2,S92000003,d,S08000028,Urological,,1,,0,
2014Q2,S92000003,d,S08000029,Breast,,25,,25,
2014Q2,S92000003,d,S08000029,Cervical,,1,,1,
2014Q2,S92000003,d,S08000029,Colorectal,,27,,27,
2014Q2,S92000003,d,S08000029,Head & Neck,,3,,3,
2014Q2,S92000003,d,S08000029,Lung,,37,,36,
2014Q2,S92000003,d,S08000029,Lymphoma,,5,,5,
2014Q2,S92000003,d,S08000029,Melanoma,,3,,3,
2014Q2,S92000003,d,S08000029,Ovarian,,5,,5,
2014Q2,S92000003,d,S08000029,Upper GI,,16,,16,
2014Q2,S92000003,d,S08000029,Urological,,23,,17,
2014Q2,S92000003,d,S08000030,Breast,,54,,53,
2014Q2,S92000003,d,S08000030,Cervical,,8,,7,
2014Q2,S92000003,d,S08000030,Colorectal,,44,,41,
2014Q2,S92000003,d,S08000030,Head & Neck,,7,,6,
2014Q2,S92000003,d,S08000030,Lung,,52,,50,
2014Q2,S92000003,d,S08000030,Melanoma,,6,,5,
2014Q2,S92000003,d,S08000030,Upper GI,,26,,26,
2014Q2,S92000003,d,S08000030,Urological,,34,,31,
2014Q2,S92000003,d,S08000031,Breast,,231,,218,
2014Q2,S92000003,d,S08000031,Cervical,,14,,13,
2014Q2,S92000003,d,S08000031,Colorectal,,119,,108,
2014Q2,S92000003,d,S08000031,Head & Neck,,57,,50,
2014Q2,S92000003,d,S08000031,Lung,,181,,167,
2014Q2,S92000003,d,S08000031,Lymphoma,,19,,19,
2014Q2,S92000003,d,S08000031,Melanoma,,26,,25,
2014Q2,S92000003,d,S08000031,Ovarian,,22,,21,
2014Q2,S92000003,d,S08000031,Upper GI,,85,,74,
2014Q2,S92000003,d,S08000031,Urological,,113,,84,
2014Q2,S92000003,d,S08000032,Breast,,84,,83,
2014Q2,S92000003,d,S08000032,Cervical,,2,,2,
2014Q2,S92000003,d,S08000032,Colorectal,,50,,49,
2014Q2,S92000003,d,S08000032,Head & Neck,,6,,6,
2014Q2,S92000003,d,S08000032,Lung,,45,,45,
2014Q2,S92000003,d,S08000032,Lymphoma,,13,,13,
2014Q2,S92000003,d,S08000032,Melanoma,,15,,15,
2014Q2,S92000003,d,S08000032,Ovarian,,3,,3,
2014Q2,S92000003,d,S08000032,Upper GI,,25,,25,
2014Q2,S92000003,d,S08000032,Urological,,44,,38,
2014Q2,S92000003,d,SB0801,Lung,,40,,35,
2014Q3,S92000003,d,S08000015,Breast,,69,,66,
2014Q3,S92000003,d,S08000015,Cervical,,6,,6,
2014Q3,S92000003,d,S08000015,Colorectal,,38,,38,
2014Q3,S92000003,d,S08000015,Head & Neck,,5,,4,
2014Q3,S92000003,d,S08000015,Lung,,45,,45,
2014Q3,S92000003,d,S08000015,Lymphoma,,5,,5,
2014Q3,S92000003,d,S08000015,Melanoma,,7,,7,
2014Q3,S92000003,d,S08000015,Ovarian,,2,,2,
2014Q3,S92000003,d,S08000015,Upper GI,,23,,23,
2014Q3,S92000003,d,S08000015,Urological,,37,,35,
2014Q3,S92000003,d,S08000016,Breast,,9,,9,
2014Q3,S92000003,d,S08000016,Colorectal,,10,,9,
2014Q3,S92000003,d,S08000016,Lung,,12,,12,
2014Q3,S92000003,d,S08000016,Lymphoma,,3,,3,
2014Q3,S92000003,d,S08000016,Melanoma,,3,,3,
2014Q3,S92000003,d,S08000016,Ovarian,,1,,1,
2014Q3,S92000003,d,S08000016,Upper GI,,6,,6,
2014Q3,S92000003,d,S08000016,Urological,,4,,4,
2014Q3,S92000003,d,S08000017,Breast,,21,,21,
2014Q3,S92000003,d,S08000017,Cervical,,1,,1,
2014Q3,S92000003,d,S08000017,Colorectal,,18,,17,
2014Q3,S92000003,d,S08000017,Lung,,18,,18,
2014Q3,S92000003,d,S08000017,Lymphoma,,1,,1,
2014Q3,S92000003,d,S08000017,Melanoma,,8,,8,
2014Q3,S92000003,d,S08000017,Ovarian,,4,,4,
2014Q3,S92000003,d,S08000017,Upper GI,,12,,12,
2014Q3,S92000003,d,S08000017,Urological,,13,,13,
2014Q3,S92000003,d,S08000019,Breast,,40,,40,
2014Q3,S92000003,d,S08000019,Cervical,,2,,2,
2014Q3,S92000003,d,S08000019,Colorectal,,22,,22,
2014Q3,S92000003,d,S08000019,Lung,,20,,20,
2014Q3,S92000003,d,S08000019,Lymphoma,,2,,2,
2014Q3,S92000003,d,S08000019,Melanoma,,9,,7,
2014Q3,S92000003,d,S08000019,Ovarian,,2,,2,
2014Q3,S92000003,d,S08000019,Upper GI,,10,,10,
2014Q3,S92000003,d,S08000019,Urological,,35,,34,
2014Q3,S92000003,d,S08000020,Breast,,68,,66,
2014Q3,S92000003,d,S08000020,Cervical,,2,,1,
2014Q3,S92000003,d,S08000020,Colorectal,,51,,36,
2014Q3,S92000003,d,S08000020,Head & Neck,,14,,12,
2014Q3,S92000003,d,S08000020,Lung,,76,,66,
2014Q3,S92000003,d,S08000020,Lymphoma,,9,,6,
2014Q3,S92000003,d,S08000020,Melanoma,,14,,14,
2014Q3,S92000003,d,S08000020,Ovarian,,12,,12,
2014Q3,S92000003,d,S08000020,Upper GI,,49,,49,
2014Q3,S92000003,d,S08000020,Urological,,39,,28,
2014Q3,S92000003,d,S08000022,Breast,,50,,50,
2014Q3,S92000003,d,S08000022,Colorectal,,24,,21,
2014Q3,S92000003,d,S08000022,Head & Neck,,6,,6,
2014Q3,S92000003,d,S08000022,Lung,,17,,17,
2014Q3,S92000003,d,S08000022,Lymphoma,,7,,7,
2014Q3,S92000003,d,S08000022,Melanoma,,10,,10,
2014Q3,S92000003,d,S08000022,Ovarian,,4,,4,
2014Q3,S92000003,d,S08000022,Upper GI,,23,,22,
2014Q3,S92000003,d,S08000022,Urological,,28,,23,
2014Q3,S92000003,d,S08000024,Breast,,170,,170,
2014Q3,S92000003,d,S08000024,Cervical,,14,,14,
2014Q3,S92000003,d,S08000024,Colorectal,,81,,75,
2014Q3,S92000003,d,S08000024,Head & Neck,,25,,22,
2014Q3,S92000003,d,S08000024,Lung,,81,,68,
2014Q3,S92000003,d,S08000024,Lymphoma,,19,,18,
2014Q3,S92000003,d,S08000024,Melanoma,,15,,14,
2014Q3,S92000003,d,S08000024,Ovarian,,7,,7,
2014Q3,S92000003,d,S08000024,Upper GI,,29,,28,
2014Q3,S92000003,d,S08000024,Urological,,78,,72,
2014Q3,S92000003,d,S08000025,Breast,,2,,2,
2014Q3,S92000003,d,S08000025,Colorectal,,1,,1,
2014Q3,S92000003,d,S08000025,Urological,,1,,1,
2014Q3,S92000003,d,S08000026,Breast,,1,,1,
2014Q3,S92000003,d,S08000026,Colorectal,,2,,2,
2014Q3,S92000003,d,S08000026,Upper GI,,1,,1,
2014Q3,S92000003,d,S08000026,Urological,,4,,4,
2014Q3,S92000003,d,S08000028,Colorectal,,3,,3,
2014Q3,S92000003,d,S08000028,Lung,,3,,3,
2014Q3,S92000003,d,S08000028,Upper GI,,2,,2,
2014Q3,S92000003,d,S08000029,Breast,,25,,25,
2014Q3,S92000003,d,S08000029,Cervical,,2,,2,
2014Q3,S92000003,d,S08000029,Colorectal,,34,,32,
2014Q3,S92000003,d,S08000029,Head & Neck,,1,,1,
2014Q3,S92000003,d,S08000029,Lung,,33,,32,
2014Q3,S92000003,d,S08000029,Lymphoma,,8,,8,
2014Q3,S92000003,d,S08000029,Melanoma,,5,,4,
2014Q3,S92000003,d,S08000029,Ovarian,,3,,3,
2014Q3,S92000003,d,S08000029,Upper GI,,15,,15,
2014Q3,S92000003,d,S08000029,Urological,,35,,29,
2014Q3,S92000003,d,S08000030,Breast,,58,,56,
2014Q3,S92000003,d,S08000030,Cervical,,3,,3,
2014Q3,S92000003,d,S08000030,Colorectal,,35,,33,
2014Q3,S92000003,d,S08000030,Head & Neck,,4,,4,
2014Q3,S92000003,d,S08000030,Lung,,53,,52,
2014Q3,S92000003,d,S08000030,Melanoma,,12,,12,
2014Q3,S92000003,d,S08000030,Upper GI,,27,,27,
2014Q3,S92000003,d,S08000030,Urological,,34,,34,
2014Q3,S92000003,d,S08000031,Breast,,236,,222,
2014Q3,S92000003,d,S08000031,Cervical,,10,,9,
2014Q3,S92000003,d,S08000031,Colorectal,,138,,125,
2014Q3,S92000003,d,S08000031,Head & Neck,,57,,52,
2014Q3,S92000003,d,S08000031,Lung,,181,,173,
2014Q3,S92000003,d,S08000031,Lymphoma,,31,,28,
2014Q3,S92000003,d,S08000031,Melanoma,,37,,35,
2014Q3,S92000003,d,S08000031,Ovarian,,28,,27,
2014Q3,S92000003,d,S08000031,Upper GI,,84,,69,
2014Q3,S92000003,d,S08000031,Urological,,116,,93,
2014Q3,S92000003,d,S08000032,Breast,,66,,66,
2014Q3,S92000003,d,S08000032,Cervical,,1,,1,
2014Q3,S92000003,d,S08000032,Colorectal,,48,,47,
2014Q3,S92000003,d,S08000032,Head & Neck,,8,,8,
2014Q3,S92000003,d,S08000032,Lung,,32,,32,
2014Q3,S92000003,d,S08000032,Lymphoma,,9,,9,
2014Q3,S92000003,d,S08000032,Melanoma,,19,,19,
2014Q3,S92000003,d,S08000032,Ovarian,,5,,5,
2014Q3,S92000003,d,S08000032,Upper GI,,24,,24,
2014Q3,S92000003,d,S08000032,Urological,,33,,29,
2014Q3,S92000003,d,SB0801,Lung,,42,,37,
2014Q4,S92000003,d,S08000015,Breast,,71,,68,
2014Q4,S92000003,d,S08000015,Cervical,,1,,1,
2014Q4,S92000003,d,S08000015,Colorectal,,28,,27,
2014Q4,S92000003,d,S08000015,Head & Neck,,5,,4,
2014Q4,S92000003,d,S08000015,Lung,,44,,42,
2014Q4,S92000003,d,S08000015,Lymphoma,,10,,8,
2014Q4,S92000003,d,S08000015,Melanoma,,6,,6,
2014Q4,S92000003,d,S08000015,Ovarian,,3,,3,
2014Q4,S92000003,d,S08000015,Upper GI,,29,,28,
2014Q4,S92000003,d,S08000015,Urological,,35,,35,
2014Q4,S92000003,d,S08000016,Breast,,15,,15,
2014Q4,S92000003,d,S08000016,Cervical,,1,,1,
2014Q4,S92000003,d,S08000016,Colorectal,,10,,10,
2014Q4,S92000003,d,S08000016,Lung,,11,,11,
2014Q4,S92000003,d,S08000016,Lymphoma,,4,,4,
2014Q4,S92000003,d,S08000016,Melanoma,,6,,6,
2014Q4,S92000003,d,S08000016,Ovarian,,4,,4,
2014Q4,S92000003,d,S08000016,Upper GI,,12,,12,
2014Q4,S92000003,d,S08000016,Urological,,10,,10,
2014Q4,S92000003,d,S08000017,Breast,,25,,25,
2014Q4,S92000003,d,S08000017,Cervical,,1,,1,
2014Q4,S92000003,d,S08000017,Colorectal,,17,,17,
2014Q4,S92000003,d,S08000017,Head & Neck,,1,,1,
